gene_id	DB_1_F_02_S44_L004_	DB_1_F_04_S46_L004_	DB_1_F_06_S48_L004_	DB_1_F_10_S51_L004_	DB_1_F_12_S53_L004_	DB_1_F_14_S55_L004_	DB_1_L_01_S43_L004_	DB_1_L_03_S45_L004_	DB_1_L_05_S47_L004_	DB_1_L_07_S49_L004_	DB_1_L_09_S50_L004_	DB_1_L_11_S52_L004_	DB_1_L_13_S54_L004_	DB_1_L_15_S56_L004_	DB_2_F_02_S58_L004_	DB_2_F_04_S60_L004_	DB_2_F_06_S62_L004_	DB_2_F_10_S65_L004_	DB_2_F_12_S67_L004_	DB_2_F_14_S69_L004_	DB_2_L_01_S57_L004_	DB_2_L_03_S59_L004_	DB_2_L_05_S61_L004_	DB_2_L_07_S63_L004_	DB_2_L_09_S64_L004_	DB_2_L_11_S66_L004_	DB_2_L_13_S68_L004_	DB_2_L_15_S70_L004_	DB_3_F_02_S72_L004_	DB_3_F_04_S74_L004_	DB_3_F_06_S76_L004_	DB_3_F_10_S79_L004_	DB_3_F_12_S81_L004_	DB_3_F_14_S83_L004_	DB_3_L_01_S71_L004_	DB_3_L_03_S73_L004_	DB_3_L_05_S75_L004_	DB_3_L_07_S77_L004_	DB_3_L_09_S78_L004_	DB_3_L_11_S80_L004_	DB_3_L_13_S82_L004_	DB_3_L_15_S84_L004_	MB_1_F_04_S1_L001_	MB_1_F_05_S2_L001_	MB_1_F_06_S3_L001_	MB_1_F_12_S4_L001_	MB_1_F_13_S5_L001_	MB_1_F_14_S6_L001_	MB_1_L_01_S7_L001_	MB_1_L_02_S8_L001_	MB_1_L_03_S9_L001_	MB_1_L_07_S10_L001_	MB_1_L_09_S11_L001_	MB_1_L_10_S12_L001_	MB_1_L_11_S13_L001_	MB_1_L_15_S14_L001_	MB_2_F_04_S15_L001_	MB_2_F_05_S16_L001_	MB_2_F_06_S17_L001_	MB_2_F_12_S18_L001_	MB_2_F_13_S19_L001_	MB_2_F_14_S20_L001_	MB_2_L_01_S21_L001_	MB_2_L_02_S22_L001_	MB_2_L_03_S23_L001_	MB_2_L_07_S24_L001_	MB_2_L_09_S25_L001_	MB_2_L_11_S26_L001_	MB_2_L_15_S27_L001_	MB_3_F_04_S28_L001_	MB_3_F_05_S29_L001_	MB_3_F_06_S30_L001_	MB_3_F_12_S31_L001_	MB_3_F_13_S32_L001_	MB_3_F_14_S33_L001_	MB_3_L_01_S34_L001_	MB_3_L_02_S35_L001_	MB_3_L_03_S36_L001_	MB_3_L_07_S37_L001_	MB_3_L_08_S38_L001_	MB_3_L_09_S39_L001_	MB_3_L_10_S40_L001_	MB_3_L_11_S41_L001_	MB_3_L_15_S42_L001_	MJS_1_F_05_S43_L001_	MJS_1_F_06_S44_L001_	MJS_1_F_07_S45_L001_	MJS_1_F_13_S46_L001_	MJS_1_F_14_S47_L001_	MJS_1_F_15_S48_L001_	MJS_1_L_01_S49_L001_	MJS_1_L_02_S50_L001_	MJS_1_L_03_S51_L001_	MJS_1_L_04_S52_L001_	MJS_1_L_09_S53_L001_	MJS_1_L_10_S54_L001_	MJS_1_L_11_S55_L001_	MJS_1_L_12_S56_L001_	MJS_2_F_04_S57_L001_	MJS_2_F_05_S58_L001_	MJS_2_F_06_S59_L001_	MJS_2_F_12_S60_L001_	MJS_2_F_13_S61_L001_	MJS_2_F_14_S62_L001_	MJS_2_L_01_S63_L001_	MJS_2_L_02_S64_L001_	MJS_2_L_03_S65_L001_	MJS_2_L_07_S66_L001_	MJS_2_L_09_S67_L001_	MJS_2_L_10_S68_L001_	MJS_2_L_11_S69_L001_	MJS_2_L_15_S70_L001_	MJS_3_F_04_S71_L001_	MJS_3_F_06_S72_L001_	MJS_3_F_12_S73_L001_	MJS_3_F_13_S74_L001_	MJS_3_F_14_S75_L001_	MJS_3_F_16_S76_L001_	MJS_3_L_01_S77_L001_	MJS_3_L_02_S78_L001_	MJS_3_L_03_S79_L001_	MJS_3_L_07_S80_L001_	MJS_3_L_09_S81_L001_	MJS_3_L_10_S82_L001_	MJS_3_L_11_S83_L001_	MJS_3_L_15_S84_L001_	NM_1_F_04_S4_L004_	NM_1_F_05_S5_L004_	NM_1_F_06_S6_L004_	NM_1_F_12_S11_L004_	NM_1_F_13_S12_L004_	NM_1_F_14_S13_L004_	NM_1_L_01_S1_L004_	NM_1_L_02_S2_L004_	NM_1_L_03_S3_L004_	NM_1_L_07_S7_L004_	NM_1_L_09_S8_L004_	NM_1_L_10_S9_L004_	NM_1_L_11_S10_L004_	NM_1_L_15_S14_L004_	NM_2_F_04_S18_L004_	NM_2_F_05_S19_L004_	NM_2_F_06_S20_L004_	NM_2_F_12_S25_L004_	NM_2_F_13_S26_L004_	NM_2_F_14_S27_L004_	NM_2_L_01_S15_L004_	NM_2_L_02_S16_L004_	NM_2_L_03_S17_L004_	NM_2_L_07_S21_L004_	NM_2_L_09_S22_L004_	NM_2_L_10_S23_L004_	NM_2_L_11_S24_L004_	NM_2_L_15_S28_L004_	NM_3_F_04_S32_L004_	NM_3_F_05_S33_L004_	NM_3_F_06_S34_L004_	NM_3_F_12_S39_L004_	NM_3_F_13_S40_L004_	NM_3_F_14_S41_L004_	NM_3_L_01_S29_L004_	NM_3_L_02_S30_L004_	NM_3_L_03_S31_L004_	NM_3_L_07_S35_L004_	NM_3_L_09_S36_L004_	NM_3_L_10_S37_L004_	NM_3_L_11_S38_L004_	NM_3_L_15_S42_L004_
ERCC-00137(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.879	1.0	0.8864	1.0	0.6685	1.0	1.0	1.0	0.9754	1.0	1.0	0.4804	0.8901	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4674	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5048	1.0	2.2216	1.0	1.0	1.0	0.8417	1.0	0.8473	1.0	1.0	1.0	0.4674	1.0	1.0	2.061	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6015	1.0	1.0	1.0	1.0	0.9553	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8119	0.5587	1.0	0.5698	1.0317	0.6294	1.0	0.5121	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.1322	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2682	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.9088	1.0	1.0	0.5475	1.0	1.0	0.7709	1.0	1.0	0.539
ERCC-00138(+)	1.0	1.8281	1.0	1.0	1.0	1.0	1.0	1.0	0.9883	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7988	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9902	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7422	1.0	1.0	1.0	1.0	1.0	2.6184	1.0	1.0	1.0	1.0	1.7686	1.0	1.0	1.0	1.0	1.0	1.0	2.0547	1.0	0.998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.7373	1.0	1.0	1.0	1.0	0.8545	1.0	1.0	0.9297	1.0	1.0	1.0	0.9893	1.0	1.0	1.0	1.0	1.0	3.2734	1.0	1.0	0.7764	1.0	1.5625	0.8389	1.0	1.0	1.0	1.0	0.9971	1.0	1.0	1.0	1.0	1.0	1.0	1.4512	1.0	1.0	1.0	0.79	1.0	1.0	1.0	0.9238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8467	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7266	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.6562	1.0	1.0	1.0	1.6562	1.0	1.0	1.0	1.0	0.75	1.0	1.0	1.0	1.0
ERCC-00142(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2596	1.0	1.0	1.0	1.0	2.4929	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6511	1.0	1.0	1.0	1.0	0.7059	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4046	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4686	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7181	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6369	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ERCC-00143(+)	0.9898	2.1122	2.1148	1.0	0.9923	0.6956	1.0	2.6955	2.4694	2.6118	4.8857	1.0	3.9839	1.0	1.0	0.977	2.0918	0.7842	1.0	1.3053	1.5306	3.0472	0.788	2.0969	1.5408	3.6455	2.3547	2.068	0.9337	0.6339	0.9643	0.8903	1.0	1.1161	1.8444	0.8571	0.7505	0.6932	2.6878	4.8816	2.1899	0.5369	1.0	0.719	2.3058	0.9727	1.3504	0.9659	1.2771	0.9872	2.5612	1.0	0.7678	1.6212	1.0	0.4528	0.7283	0.4233	0.3539	1.0	0.5187	0.6429	0.6645	1.0	1.0123	1.0	0.8482	0.5721	1.0191	0.9745	0.6148	1.0	0.9638	0.9592	1.2182	0.8355	1.4979	0.8622	2.4454	0.3145	0.6708	1.4396	0.9452	0.5574	3.1316	1.2245	0.8329	0.6339	0.81	0.8759	1.7066	0.9962	0.4183	0.6271	0.7718	1.2366	1.9532	0.4037	0.6819	0.9467	1.1913	1.2318	0.3825	0.6413	0.2588	1.3905	1.8518	0.9987	0.669	1.4986	0.6446	1.0694	1.0	1.0	1.2986	0.7541	0.4345	0.9464	0.2907	0.9349	0.809	1.5319	0.7664	1.2939	1.0059	1.0918	2.0612	0.8533	1.5237	1.0	1.0	2.4044	1.0	0.5275	0.6403	1.5248	1.625	1.0	0.9617	0.7464	1.7042	1.0	1.1679	0.8393	1.0	1.0	0.9741	1.5676	1.5911	1.0838	2.1735	1.4834	1.0	1.0	0.9265	2.6224	1.0	0.7156	1.0	2.3878	0.8482	0.9872	0.4961	1.6276	0.7448	0.7152	0.7446	1.9579
ERCC-00144(+)	1.8016	0.575	1.0861	1.5025	0.8186	1.0	0.7963	0.7489	1.2523	1.5124	1.0718	1.2425	0.6061	1.2244	0.5257	1.5364	1.0	1.8347	0.8425	1.0	0.5622	0.1475	0.288	0.5643	1.0314	0.5105	0.3672	0.3702	0.5673	0.4671	0.8309	0.8441	0.9704	0.7963	0.9526	0.5357	0.4513	0.3901	0.7281	1.3254	0.4208	0.3013	3.3142	1.4866	0.4072	1.0	0.5715	1.8755	0.8346	0.5189	0.2415	1.1892	1.392	1.5325	1.0616	0.2363	0.6027	0.0896	1.0892	0.5721	0.2774	0.15	1.2726	0.7939	0.7047	0.6488	1.4303	0.5085	0.2328	0.3281	0.8623	0.5725	0.2836	1.0341	0.2131	0.5075	0.4243	0.9134	0.9823	0.5391	0.6249	0.2243	0.5039	0.7611	0.4358	0.286	1.5687	0.3224	0.6291	0.2178	0.412	0.308	1.4777	0.2002	0.8402	0.2533	1.0	0.3979	0.4774	0.1438	0.2235	0.1679	0.9763	0.5074	0.6428	0.5442	0.7378	0.5374	0.2654	0.4136	0.1996	0.0918	0.1326	0.3886	0.2593	0.6524	0.4327	0.1727	0.2719	0.674	0.3418	0.3529	0.1704	0.357	0.5022	0.3078	1.8408	1.0535	1.1411	1.0345	0.6029	1.0556	0.6115	1.0617	0.7994	0.3028	0.3594	0.4796	0.3039	1.7881	2.8513	0.4703	1.2878	2.6597	0.1289	2.6803	1.0785	0.5595	0.8015	0.2547	0.4366	1.223	1.694	0.3659	0.596	2.1216	0.9885	0.6929	0.5775	1.1511	0.6396	0.8264	1.0531	1.0	0.2532	0.4734	1.3825	0.3048
ERCC-00145(+)	0.1931	0.1331	0.12	0.2816	0.2312	0.1297	0.3296	0.1293	0.1487	0.1166	0.4267	0.3154	0.1858	0.164	0.0969	0.1548	0.1169	0.6445	0.3962	0.3428	0.1602	0.1266	0.1597	0.0979	0.3528	0.3215	0.3162	0.2484	0.0919	0.0913	0.1552	0.0885	0.1128	0.0729	0.1149	0.1641	0.0958	0.1356	0.1751	0.1002	0.121	0.1167	0.1838	0.2456	0.093	0.1178	0.1661	0.081	0.0814	0.1762	0.0862	0.112	0.0898	0.1083	0.1129	0.0837	0.0945	0.1175	0.0829	0.0691	0.1043	0.1019	0.0863	0.1322	0.1235	0.097	0.0802	0.1319	0.1488	0.1768	0.1401	0.1431	0.1079	0.1059	0.1187	0.1388	0.1563	0.1577	0.1658	0.1695	0.0678	0.1287	0.0819	0.1095	0.0772	0.1069	0.0904	0.0634	0.0828	0.104	0.0613	0.0656	0.089	0.0858	0.0499	0.0897	0.0462	0.1087	0.0629	0.0377	0.0639	0.0905	0.0497	0.0675	0.0622	0.0525	0.0736	0.0875	0.0892	0.0838	0.0549	0.0692	0.0563	0.0907	0.0708	0.0476	0.0805	0.0811	0.0703	0.0558	0.0642	0.0934	0.0529	0.0897	0.0706	0.062	0.1758	0.1303	0.0643	0.1241	0.1201	0.1366	0.1534	0.1065	0.1841	0.1815	0.1654	0.1471	0.1954	0.1554	0.2258	0.0938	0.1347	0.1017	0.0898	0.1212	0.1951	0.1541	0.186	0.1544	0.1129	0.1493	0.0841	0.1407	0.0919	0.2461	0.1019	0.0878	0.1454	0.104	0.1155	0.1364	0.097	0.164	0.1102	0.1021	0.1033	0.1278
ERCC-00147(+)	0.8348	0.7058	1.7507	1.0	1.0	1.0	1.6178	1.7634	1.0	1.0	1.1955	1.0	0.7517	0.9619	0.8993	1.0	1.0	1.0	1.7586	1.0	0.8602	1.0	1.9697	1.3382	0.7136	0.9717	1.0	0.9932	1.0	1.0	1.0	1.0	1.0	0.9697	1.0	1.0	0.7283	1.0	1.0	1.0	0.9238	1.0	0.8152	1.0	1.0	1.1173	1.0	0.8338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9062	1.0	1.0	1.0	1.0	0.7263	1.0	1.0	1.0	1.8501	1.0	1.0	1.0	1.0	1.0	1.0	0.9971	1.0	1.0	1.0	1.0	1.7449	1.0	1.0	1.0	1.0	0.563	0.827	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.3226	1.0	1.0	1.0	1.0	0.8993	1.0	0.7537	0.9785	1.0	1.6051	1.9462	1.0	0.7253	0.9668	1.2111	1.0	1.0	0.7234	0.8543	0.9042	1.0	1.0	1.0	0.7263	0.9746	0.7224	0.957	1.0	0.4575	1.0	1.0	1.0	0.7273	1.0	1.0	2.783	1.0	1.0	1.0	1.0	1.3597	1.0	0.5816	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9912	0.8436	1.0	1.0	1.0	0.9365	1.0	1.6569	0.9003	0.827	1.0	1.0	4.7544	0.8221	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7253	1.1466	0.9521
ERCC-00148(+)	2.8158	0.6618	0.745	0.9987	1.0	1.0	1.0	2.9271	1.1196	0.6933	1.0	1.0	0.8559	0.6843	2.0016	0.4512	1.334	0.5287	0.6327	0.7936	2.6518	0.5493	0.6976	0.2312	1.2596	0.7476	0.9898	0.6821	1.1842	2.4869	0.8866	1.1347	1.0	1.0	0.6002	1.6187	0.6275	1.9178	0.5992	1.306	0.2758	1.0	0.8421	0.9332	0.6971	0.1987	1.1154	0.463	1.1751	1.1767	1.271	0.5843	0.7699	0.5429	1.6662	2.0512	0.3983	0.6731	0.5763	0.609	0.7296	0.4902	0.9144	0.9149	0.9175	0.6831	0.468	0.4553	0.3164	0.9882	0.4926	1.0984	0.3636	0.3392	0.3895	0.2317	0.8525	0.873	0.25	0.2899	0.6907	0.2042	0.1703	0.2695	1.2577	0.152	1.2794	0.3844	0.3001	0.1468	0.8659	0.1901	0.2819	0.6948	0.12	0.4181	0.8885	0.7635	0.1522	0.9127	0.5532	0.5266	0.4117	0.218	0.2997	0.1391	0.2332	1.0	0.5274	0.8059	0.8692	0.4579	0.2162	0.1162	0.2679	0.3621	0.5606	0.1994	0.207	0.6356	0.3379	0.3282	0.2426	0.3367	0.559	0.2224	0.5616	1.0143	0.399	1.081	1.1581	1.0	3.4005	0.4148	1.2507	0.6948	0.8796	1.0	1.0	1.502	1.2243	0.8563	1.0	0.3248	1.0	1.0	1.3957	0.4749	2.6382	0.9777	0.2796	0.3548	0.7834	0.9777	1.1513	1.9398	2.34	0.5489	0.5432	0.8226	0.4701	0.9858	1.8782	1.0	1.0336	0.8641	0.2316	0.2476
ERCC-00150(+)	1.0	1.1615	1.0	1.0	1.0	2.432	1.0	0.7349	1.0	1.0	1.0	0.8668	1.0	1.0379	1.0	1.0	1.5274	1.0	3.3432	1.0	0.9152	2.6347	1.913	1.0	1.0	1.0	1.0	2.611	1.5061	1.0	1.0	1.0	1.0	0.961	1.8038	0.9192	2.1559	1.3769	1.9152	0.7976	1.0	0.9031	0.9906	0.8843	1.0	1.0	1.0	0.9421	1.0	0.9919	0.6245	0.6124	3.3029	1.0	1.0	2.4123	0.6164	1.0	1.0	1.0	1.3459	1.0	1.0	0.9785	1.0	0.6716	0.9206	0.7133	1.0	1.0	1.0	0.8856	0.5792	1.0	1.7752	0.9973	0.9892	0.7517	1.0	1.0	1.0	0.9704	1.4032	1.9958	0.7833	1.0949	0.9771	1.0	0.7456	0.9879	1.0	0.6635	0.8277	2.2153	1.0	1.0	0.8652	1.3203	0.9085	1.4307	0.7672	0.9144	0.9933	1.0	2.4626	1.0	0.852	0.8385	1.0	2.1925	2.1051	0.7978	1.4664	1.0	0.9637	0.9031	1.0091	0.8533	1.0	1.0	0.9421	0.829	0.7591	1.1505	1.5276	1.4155	1.0	1.0	2.5255	1.0	3.4275	0.9865	1.1723	1.0	1.0	2.0821	1.0	1.0	1.0	1.0	1.0	1.7887	1.0	1.0	1.0	0.6231	1.3015	1.7254	1.0	1.0	1.0	1.0	1.0	1.5105	1.0	1.0	1.3432	1.0	3.4643	1.0	1.0	1.611	1.0	0.8775	0.655	1.5223	2.0276	0.7456
ERCC-00154(+)	3.1899	1.0	1.0	0.9758	1.0	1.601	1.0	1.4342	1.0	1.7438	1.0	1.0	1.1832	1.7073	0.3194	1.5031	0.8457	0.8539	0.933	1.9267	1.2445	0.8101	0.8307	5.2681	0.6019	1.3206	1.0271	1.4878	0.9842	0.676	1.0	1.2272	0.4346	1.0704	1.2208	0.4013	0.5486	1.5477	0.5876	0.8895	0.4305	0.9279	4.7004	3.2838	1.0869	1.0	0.5468	0.4855	0.6367	1.4835	0.9054	2.4867	0.3524	0.6266	0.2958	1.0611	0.7054	2.6908	0.7293	1.1639	1.3846	0.3967	2.6043	1.6727	0.9612	0.6586	1.0284	0.3257	2.2861	0.4551	0.9851	0.4237	3.337	0.8324	1.0	0.4229	1.0401	0.2068	0.6181	0.7814	0.9753	0.9923	0.5194	0.29	2.0327	2.2251	0.9743	1.2194	0.5588	0.4279	0.2896	0.7637	0.8063	0.8473	0.3894	1.0	0.677	0.546	0.377	0.8445	0.5116	0.2988	0.8037	0.5886	0.4542	0.4424	0.422	0.5139	0.3073	1.6534	1.2346	0.2506	0.9097	0.228	0.8303	0.4296	0.4988	0.5332	0.7923	1.1766	0.3397	0.3108	0.1699	0.6446	0.3674	0.8228	1.8045	1.0	3.1453	0.8696	1.2086	1.0	0.6726	1.0	0.0957	0.9035	0.9683	0.4804	1.0	0.8035	1.9553	1.0	1.0	2.2154	2.5595	1.0	0.9614	1.0	1.1774	0.8227	1.159	0.4622	0.6857	1.0	1.0	0.8063	1.7145	6.8787	0.7725	1.0654	1.0	1.1853	2.2612	1.5593	1.0974	0.337	1.2787	1.0
ERCC-00156(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4717	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4992	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4377	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2267	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9447	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9615	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ERCC-00157(+)	1.0	1.9657	3.0154	1.0	2.0589	1.5496	1.3297	0.999	1.6359	2.578	1.0	1.0	1.2738	1.5182	1.0	3.5653	0.668	2.3425	1.7781	3.0735	0.8145	1.3763	1.7792	1.4	3.0128	4.8387	3.4143	0.8979	1.7056	1.844	0.9755	1.0	1.2582	1.2974	0.2636	2.1021	1.0151	1.4824	0.8078	1.3035	2.322	1.7543	0.5976	1.7587	2.8512	0.4907	1.0519	0.8618	3.0098	1.0	0.6526	0.9313	1.7051	0.818	0.7213	0.9686	0.9222	1.6405	0.4867	0.9075	0.9883	0.5272	0.3459	4.2455	1.6629	2.2968	1.0527	1.7422	0.3837	0.5024	1.0185	0.9382	0.6319	0.7978	1.5598	0.5895	1.1213	1.17	2.0551	0.7713	0.4909	1.0042	2.5793	0.8162	0.1957	0.72	1.0167	2.2188	0.6465	0.3852	1.7605	1.4847	1.3464	0.2904	2.3097	0.6333	0.6838	1.0992	0.8842	1.3848	0.3284	1.3857	0.7667	0.8153	0.6829	0.7831	1.6718	0.7473	1.3249	0.5246	1.3932	1.0424	1.1433	0.4069	0.351	0.6858	1.4677	0.4528	1.7056	1.4533	0.5739	1.0624	0.811	0.6873	1.9736	0.4905	1.5567	0.9156	3.5912	1.5417	1.0	4.8709	0.8626	1.6473	1.9107	2.2688	0.788	1.1178	1.0733	2.0507	0.7193	1.0	0.7429	0.9235	1.0658	1.0	1.7278	0.891	1.1668	1.6462	1.0137	0.9627	0.8881	0.7409	1.4539	1.1629	2.7653	2.2641	1.8165	1.297	0.9751	0.2383	0.8528	0.9392	1.007	1.3547	1.3572	0.9298
ERCC-00158(+)	1.5764	1.9348	1.0	1.0	1.0	1.0	1.0	1.0	1.1091	0.9873	1.0	1.0	1.3807	0.8647	1.0	1.0	1.3973	1.3038	1.0	1.0	0.9903	0.9484	1.0	1.0	1.0	1.1168	1.0	2.0204	1.0	1.0925	1.0	1.0	1.0	1.2103	1.0	1.0	1.0	0.7283	1.0	1.0	1.0	0.8335	1.8647	1.0	1.0	1.8306	1.0	1.0	1.0	1.0	1.0	1.0	1.5063	0.925	1.0	1.0	1.0	1.0	1.9474	0.7225	0.7215	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9942	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7264	1.0	1.0	0.7244	1.0	1.0	1.0	0.7887	1.0	0.9883	1.0	1.0	1.0	1.0	1.0	0.7799	1.0	1.0	0.9825	1.8724	1.0	1.0	1.0	1.0	1.0	0.9834	1.0	2.5657	1.0	1.0	0.7196	1.0	1.0	1.9192	1.0	1.0	2.2386	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2561	1.0	1.0	0.9659	1.6076	1.0	1.0	1.0	1.0	0.7244	0.9231	1.0	0.9445	1.6933	1.0	0.9883	1.0	1.0	1.0	2.3087	1.0	1.0	1.0	1.0	1.0	0.814	4.0613	1.0	1.0	0.9942	1.0	1.0	0.9844	1.0	1.0	1.0	0.9611	0.8793	0.8588	1.0	1.1246	1.0	1.0	1.0
ERCC-00160(+)	1.4887	1.6589	1.3308	1.2204	2.3605	1.4299	2.9152	1.9815	0.3216	1.5057	2.6608	1.5354	0.4218	0.636	1.8127	1.297	1.2243	1.0251	0.7053	0.2878	0.2075	0.4075	0.4198	0.6309	0.8935	0.5526	0.383	0.279	0.8026	1.1718	0.9502	0.5905	0.5008	0.6996	0.2308	1.3151	0.7405	0.703	0.3113	0.5191	0.7845	0.6644	0.9957	2.4528	0.7444	0.8948	0.3939	0.6914	0.3117	0.4107	0.696	0.6315	0.5866	0.2816	0.8995	1.0351	0.3592	0.7071	0.2168	0.6468	0.4885	0.5856	0.4439	1.0605	0.6843	0.7392	1.1657	0.3732	0.4409	0.3612	0.1966	2.0883	1.0305	0.8305	0.822	0.5951	0.4846	0.6732	1.0305	0.2926	0.3863	0.5053	0.1916	0.4226	0.8601	0.4386	0.5862	0.2939	0.381	0.2198	0.6717	0.4412	0.5222	0.8425	0.5529	0.3728	0.3183	0.3188	0.2797	1.0358	0.6016	0.2164	0.2277	0.213	0.2591	0.6107	0.6698	0.5329	0.3898	0.4579	0.5874	0.3121	0.6226	0.3508	0.2942	0.1688	0.8258	0.684	0.5946	0.3927	0.7851	0.385	0.165	0.3567	0.191	0.2696	1.0647	2.126	1.1258	1.1929	2.0626	1.0246	1.6451	1.1234	2.8613	0.6689	1.0874	0.5181	0.8006	0.6963	0.8306	1.6245	0.598	0.7752	2.0721	0.5463	0.2545	0.3772	2.105	0.9717	0.6643	0.5597	1.8168	0.3326	0.7713	1.9869	0.7506	0.4931	2.189	0.6727	1.6241	0.5632	0.3216	1.8847	1.2788	0.4929	0.4617	0.791
